date,date_type,trading_hours_start,trading_hours_end,settlement_start,settlement_end,roll_countdown,Cocoa_N0,Cocoa_N1,Cocoa_N2,Cocoa_N3,Cocoa_N4,Cocoa_N5,Cocoa_N6
1990-03-06,O,1990-03-06 04:45:00,1990-03-06 13:30:00,1990-03-06 11:48:00,1990-03-06 11:50:00,19,199003,199005,199007,199009,199012,199103,199105
1990-03-07,O,1990-03-07 04:45:00,1990-03-07 13:30:00,1990-03-07 11:48:00,1990-03-07 11:50:00,18,199003,199005,199007,199009,199012,199103,199105
1990-03-08,O,1990-03-08 04:45:00,1990-03-08 13:30:00,1990-03-08 11:48:00,1990-03-08 11:50:00,17,199003,199005,199007,199009,199012,199103,199105
1990-03-09,O,1990-03-09 04:45:00,1990-03-09 13:30:00,1990-03-09 11:48:00,1990-03-09 11:50:00,16,199003,199005,199007,199009,199012,199103,199105
1990-03-12,O,1990-03-12 04:45:00,1990-03-12 13:30:00,1990-03-12 11:48:00,1990-03-12 11:50:00,15,199003,199005,199007,199009,199012,199103,199105
1990-03-13,O,1990-03-13 04:45:00,1990-03-13 13:30:00,1990-03-13 11:48:00,1990-03-13 11:50:00,14,199003,199005,199007,199009,199012,199103,199105
1990-03-14,O,1990-03-14 04:45:00,1990-03-14 13:30:00,1990-03-14 11:48:00,1990-03-14 11:50:00,13,199003,199005,199007,199009,199012,199103,199105
1990-03-15,O,1990-03-15 04:45:00,1990-03-15 13:30:00,1990-03-15 11:48:00,1990-03-15 11:50:00,12,199003,199005,199007,199009,199012,199103,199105
1990-03-16,O,1990-03-16 04:45:00,1990-03-16 13:30:00,1990-03-16 11:48:00,1990-03-16 11:50:00,11,,199005,199007,199009,199012,199103,199105
1990-03-19,O,1990-03-19 04:45:00,1990-03-19 13:30:00,1990-03-19 11:48:00,1990-03-19 11:50:00,10,,199005,199007,199009,199012,199103,199105
1990-03-20,O,1990-03-20 04:45:00,1990-03-20 13:30:00,1990-03-20 11:48:00,1990-03-20 11:50:00,9,,199005,199007,199009,199012,199103,199105
1990-03-21,O,1990-03-21 04:45:00,1990-03-21 13:30:00,1990-03-21 11:48:00,1990-03-21 11:50:00,8,,199005,199007,199009,199012,199103,199105
1990-03-22,O,1990-03-22 04:45:00,1990-03-22 13:30:00,1990-03-22 11:48:00,1990-03-22 11:50:00,7,,199005,199007,199009,199012,199103,199105
1990-03-23,O,1990-03-23 04:45:00,1990-03-23 13:30:00,1990-03-23 11:48:00,1990-03-23 11:50:00,6,,199005,199007,199009,199012,199103,199105
1990-03-26,O,1990-03-26 03:45:00,1990-03-26 12:30:00,1990-03-26 10:48:00,1990-03-26 10:50:00,5,,199005,199007,199009,199012,199103,199105
1990-03-27,O,1990-03-27 03:45:00,1990-03-27 12:30:00,1990-03-27 10:48:00,1990-03-27 10:50:00,4,,199005,199007,199009,199012,199103,199105
1990-03-28,O,1990-03-28 03:45:00,1990-03-28 12:30:00,1990-03-28 10:48:00,1990-03-28 10:50:00,3,,199005,199007,199009,199012,199103,199105
1990-03-29,O,1990-03-29 03:45:00,1990-03-29 12:30:00,1990-03-29 10:48:00,1990-03-29 10:50:00,2,,199005,199007,199009,199012,199103,199105
1990-03-30,O,1990-03-30 03:45:00,1990-03-30 12:30:00,1990-03-30 10:48:00,1990-03-30 10:50:00,1,,199005,199007,199009,199012,199103,199105
1990-04-02,O,1990-04-02 04:45:00,1990-04-02 13:30:00,1990-04-02 11:48:00,1990-04-02 11:50:00,0,,199005,199007,199009,199012,199103,199105
1990-04-03,O,1990-04-03 04:45:00,1990-04-03 13:30:00,1990-04-03 11:48:00,1990-04-03 11:50:00,42,199005,199007,199009,199012,199103,199105,199107
1990-04-04,O,1990-04-04 04:45:00,1990-04-04 13:30:00,1990-04-04 11:48:00,1990-04-04 11:50:00,41,199005,199007,199009,199012,199103,199105,199107
1990-04-05,O,1990-04-05 04:45:00,1990-04-05 13:30:00,1990-04-05 11:48:00,1990-04-05 11:50:00,40,199005,199007,199009,199012,199103,199105,199107
1990-04-06,O,1990-04-06 04:45:00,1990-04-06 13:30:00,1990-04-06 11:48:00,1990-04-06 11:50:00,39,199005,199007,199009,199012,199103,199105,199107
1990-04-09,O,1990-04-09 04:45:00,1990-04-09 13:30:00,1990-04-09 11:48:00,1990-04-09 11:50:00,38,199005,199007,199009,199012,199103,199105,199107
1990-04-10,O,1990-04-10 04:45:00,1990-04-10 13:30:00,1990-04-10 11:48:00,1990-04-10 11:50:00,37,199005,199007,199009,199012,199103,199105,199107
1990-04-11,O,1990-04-11 04:45:00,1990-04-11 13:30:00,1990-04-11 11:48:00,1990-04-11 11:50:00,36,199005,199007,199009,199012,199103,199105,199107
1990-04-12,O,1990-04-12 04:45:00,1990-04-12 13:30:00,1990-04-12 11:48:00,1990-04-12 11:50:00,35,199005,199007,199009,199012,199103,199105,199107
1990-04-13,X,,,,,,,,,,,,
1990-04-16,O,1990-04-16 04:45:00,1990-04-16 13:30:00,1990-04-16 11:48:00,1990-04-16 11:50:00,34,199005,199007,199009,199012,199103,199105,199107
1990-04-17,O,1990-04-17 04:45:00,1990-04-17 13:30:00,1990-04-17 11:48:00,1990-04-17 11:50:00,33,199005,199007,199009,199012,199103,199105,199107
1990-04-18,O,1990-04-18 04:45:00,1990-04-18 13:30:00,1990-04-18 11:48:00,1990-04-18 11:50:00,32,199005,199007,199009,199012,199103,199105,199107
1990-04-19,O,1990-04-19 04:45:00,1990-04-19 13:30:00,1990-04-19 11:48:00,1990-04-19 11:50:00,31,199005,199007,199009,199012,199103,199105,199107
1990-04-20,O,1990-04-20 04:45:00,1990-04-20 13:30:00,1990-04-20 11:48:00,1990-04-20 11:50:00,30,199005,199007,199009,199012,199103,199105,199107
1990-04-23,O,1990-04-23 04:45:00,1990-04-23 13:30:00,1990-04-23 11:48:00,1990-04-23 11:50:00,29,199005,199007,199009,199012,199103,199105,199107
1990-04-24,O,1990-04-24 04:45:00,1990-04-24 13:30:00,1990-04-24 11:48:00,1990-04-24 11:50:00,28,199005,199007,199009,199012,199103,199105,199107
1990-04-25,O,1990-04-25 04:45:00,1990-04-25 13:30:00,1990-04-25 11:48:00,1990-04-25 11:50:00,27,199005,199007,199009,199012,199103,199105,199107
1990-04-26,O,1990-04-26 04:45:00,1990-04-26 13:30:00,1990-04-26 11:48:00,1990-04-26 11:50:00,26,199005,199007,199009,199012,199103,199105,199107
1990-04-27,O,1990-04-27 04:45:00,1990-04-27 13:30:00,1990-04-27 11:48:00,1990-04-27 11:50:00,25,199005,199007,199009,199012,199103,199105,199107
1990-04-30,O,1990-04-30 04:45:00,1990-04-30 13:30:00,1990-04-30 11:48:00,1990-04-30 11:50:00,24,199005,199007,199009,199012,199103,199105,199107
1990-05-01,O,1990-05-01 04:45:00,1990-05-01 13:30:00,1990-05-01 11:48:00,1990-05-01 11:50:00,23,199005,199007,199009,199012,199103,199105,199107
1990-05-02,O,1990-05-02 04:45:00,1990-05-02 13:30:00,1990-05-02 11:48:00,1990-05-02 11:50:00,22,199005,199007,199009,199012,199103,199105,199107
1990-05-03,O,1990-05-03 04:45:00,1990-05-03 13:30:00,1990-05-03 11:48:00,1990-05-03 11:50:00,21,199005,199007,199009,199012,199103,199105,199107
1990-05-04,O,1990-05-04 04:45:00,1990-05-04 13:30:00,1990-05-04 11:48:00,1990-05-04 11:50:00,20,199005,199007,199009,199012,199103,199105,199107
1990-05-07,O,1990-05-07 04:45:00,1990-05-07 13:30:00,1990-05-07 11:48:00,1990-05-07 11:50:00,19,199005,199007,199009,199012,199103,199105,199107
1990-05-08,O,1990-05-08 04:45:00,1990-05-08 13:30:00,1990-05-08 11:48:00,1990-05-08 11:50:00,18,199005,199007,199009,199012,199103,199105,199107
1990-05-09,O,1990-05-09 04:45:00,1990-05-09 13:30:00,1990-05-09 11:48:00,1990-05-09 11:50:00,17,199005,199007,199009,199012,199103,199105,199107
1990-05-10,O,1990-05-10 04:45:00,1990-05-10 13:30:00,1990-05-10 11:48:00,1990-05-10 11:50:00,16,199005,199007,199009,199012,199103,199105,199107
1990-05-11,O,1990-05-11 04:45:00,1990-05-11 13:30:00,1990-05-11 11:48:00,1990-05-11 11:50:00,15,199005,199007,199009,199012,199103,199105,199107
1990-05-14,O,1990-05-14 04:45:00,1990-05-14 13:30:00,1990-05-14 11:48:00,1990-05-14 11:50:00,14,199005,199007,199009,199012,199103,199105,199107
1990-05-15,O,1990-05-15 04:45:00,1990-05-15 13:30:00,1990-05-15 11:48:00,1990-05-15 11:50:00,13,199005,199007,199009,199012,199103,199105,199107
1990-05-16,O,1990-05-16 04:45:00,1990-05-16 13:30:00,1990-05-16 11:48:00,1990-05-16 11:50:00,12,,199007,199009,199012,199103,199105,199107
1990-05-17,O,1990-05-17 04:45:00,1990-05-17 13:30:00,1990-05-17 11:48:00,1990-05-17 11:50:00,11,,199007,199009,199012,199103,199105,199107
1990-05-18,O,1990-05-18 04:45:00,1990-05-18 13:30:00,1990-05-18 11:48:00,1990-05-18 11:50:00,10,,199007,199009,199012,199103,199105,199107
1990-05-21,O,1990-05-21 04:45:00,1990-05-21 13:30:00,1990-05-21 11:48:00,1990-05-21 11:50:00,9,,199007,199009,199012,199103,199105,199107
1990-05-22,O,1990-05-22 04:45:00,1990-05-22 13:30:00,1990-05-22 11:48:00,1990-05-22 11:50:00,8,,199007,199009,199012,199103,199105,199107
1990-05-23,O,1990-05-23 04:45:00,1990-05-23 13:30:00,1990-05-23 11:48:00,1990-05-23 11:50:00,7,,199007,199009,199012,199103,199105,199107
1990-05-24,O,1990-05-24 04:45:00,1990-05-24 13:30:00,1990-05-24 11:48:00,1990-05-24 11:50:00,6,,199007,199009,199012,199103,199105,199107
1990-05-25,O,1990-05-25 04:45:00,1990-05-25 13:30:00,1990-05-25 11:48:00,1990-05-25 11:50:00,5,,199007,199009,199012,199103,199105,199107
1990-05-28,X,,,,,,,,,,,,
1990-05-29,O,1990-05-29 04:45:00,1990-05-29 13:30:00,1990-05-29 11:48:00,1990-05-29 11:50:00,4,,199007,199009,199012,199103,199105,199107
1990-05-30,O,1990-05-30 04:45:00,1990-05-30 13:30:00,1990-05-30 11:48:00,1990-05-30 11:50:00,3,,199007,199009,199012,199103,199105,199107
1990-05-31,O,1990-05-31 04:45:00,1990-05-31 13:30:00,1990-05-31 11:48:00,1990-05-31 11:50:00,2,,199007,199009,199012,199103,199105,199107
1990-06-01,O,1990-06-01 04:45:00,1990-06-01 13:30:00,1990-06-01 11:48:00,1990-06-01 11:50:00,1,,199007,199009,199012,199103,199105,199107
1990-06-04,O,1990-06-04 04:45:00,1990-06-04 13:30:00,1990-06-04 11:48:00,1990-06-04 11:50:00,0,,199007,199009,199012,199103,199105,199107
1990-06-05,O,1990-06-05 04:45:00,1990-06-05 13:30:00,1990-06-05 11:48:00,1990-06-05 11:50:00,43,199007,199009,199012,199103,199105,199107,199109
1990-06-06,O,1990-06-06 04:45:00,1990-06-06 13:30:00,1990-06-06 11:48:00,1990-06-06 11:50:00,42,199007,199009,199012,199103,199105,199107,199109
1990-06-07,O,1990-06-07 04:45:00,1990-06-07 13:30:00,1990-06-07 11:48:00,1990-06-07 11:50:00,41,199007,199009,199012,199103,199105,199107,199109
1990-06-08,O,1990-06-08 04:45:00,1990-06-08 13:30:00,1990-06-08 11:48:00,1990-06-08 11:50:00,40,199007,199009,199012,199103,199105,199107,199109
1990-06-11,O,1990-06-11 04:45:00,1990-06-11 13:30:00,1990-06-11 11:48:00,1990-06-11 11:50:00,39,199007,199009,199012,199103,199105,199107,199109
1990-06-12,O,1990-06-12 04:45:00,1990-06-12 13:30:00,1990-06-12 11:48:00,1990-06-12 11:50:00,38,199007,199009,199012,199103,199105,199107,199109
1990-06-13,O,1990-06-13 04:45:00,1990-06-13 13:30:00,1990-06-13 11:48:00,1990-06-13 11:50:00,37,199007,199009,199012,199103,199105,199107,199109
1990-06-14,O,1990-06-14 04:45:00,1990-06-14 13:30:00,1990-06-14 11:48:00,1990-06-14 11:50:00,36,199007,199009,199012,199103,199105,199107,199109
1990-06-15,O,1990-06-15 04:45:00,1990-06-15 13:30:00,1990-06-15 11:48:00,1990-06-15 11:50:00,35,199007,199009,199012,199103,199105,199107,199109
1990-06-18,O,1990-06-18 04:45:00,1990-06-18 13:30:00,1990-06-18 11:48:00,1990-06-18 11:50:00,34,199007,199009,199012,199103,199105,199107,199109
1990-06-19,O,1990-06-19 04:45:00,1990-06-19 13:30:00,1990-06-19 11:48:00,1990-06-19 11:50:00,33,199007,199009,199012,199103,199105,199107,199109
1990-06-20,O,1990-06-20 04:45:00,1990-06-20 13:30:00,1990-06-20 11:48:00,1990-06-20 11:50:00,32,199007,199009,199012,199103,199105,199107,199109
1990-06-21,O,1990-06-21 04:45:00,1990-06-21 13:30:00,1990-06-21 11:48:00,1990-06-21 11:50:00,31,199007,199009,199012,199103,199105,199107,199109
1990-06-22,O,1990-06-22 04:45:00,1990-06-22 13:30:00,1990-06-22 11:48:00,1990-06-22 11:50:00,30,199007,199009,199012,199103,199105,199107,199109
1990-06-25,O,1990-06-25 04:45:00,1990-06-25 13:30:00,1990-06-25 11:48:00,1990-06-25 11:50:00,29,199007,199009,199012,199103,199105,199107,199109
1990-06-26,O,1990-06-26 04:45:00,1990-06-26 13:30:00,1990-06-26 11:48:00,1990-06-26 11:50:00,28,199007,199009,199012,199103,199105,199107,199109
1990-06-27,O,1990-06-27 04:45:00,1990-06-27 13:30:00,1990-06-27 11:48:00,1990-06-27 11:50:00,27,199007,199009,199012,199103,199105,199107,199109
1990-06-28,O,1990-06-28 04:45:00,1990-06-28 13:30:00,1990-06-28 11:48:00,1990-06-28 11:50:00,26,199007,199009,199012,199103,199105,199107,199109
1990-06-29,O,1990-06-29 04:45:00,1990-06-29 13:30:00,1990-06-29 11:48:00,1990-06-29 11:50:00,25,199007,199009,199012,199103,199105,199107,199109
1990-07-02,O,1990-07-02 04:45:00,1990-07-02 13:30:00,1990-07-02 11:48:00,1990-07-02 11:50:00,24,199007,199009,199012,199103,199105,199107,199109
1990-07-03,O,1990-07-03 04:45:00,1990-07-03 13:30:00,1990-07-03 11:48:00,1990-07-03 11:50:00,23,199007,199009,199012,199103,199105,199107,199109
1990-07-04,X,,,,,,,,,,,,
1990-07-05,O,1990-07-05 04:45:00,1990-07-05 13:30:00,1990-07-05 11:48:00,1990-07-05 11:50:00,22,199007,199009,199012,199103,199105,199107,199109
1990-07-06,O,1990-07-06 04:45:00,1990-07-06 13:30:00,1990-07-06 11:48:00,1990-07-06 11:50:00,21,199007,199009,199012,199103,199105,199107,199109
1990-07-09,O,1990-07-09 04:45:00,1990-07-09 13:30:00,1990-07-09 11:48:00,1990-07-09 11:50:00,20,199007,199009,199012,199103,199105,199107,199109
1990-07-10,O,1990-07-10 04:45:00,1990-07-10 13:30:00,1990-07-10 11:48:00,1990-07-10 11:50:00,19,199007,199009,199012,199103,199105,199107,199109
1990-07-11,O,1990-07-11 04:45:00,1990-07-11 13:30:00,1990-07-11 11:48:00,1990-07-11 11:50:00,18,199007,199009,199012,199103,199105,199107,199109
1990-07-12,O,1990-07-12 04:45:00,1990-07-12 13:30:00,1990-07-12 11:48:00,1990-07-12 11:50:00,17,199007,199009,199012,199103,199105,199107,199109
1990-07-13,O,1990-07-13 04:45:00,1990-07-13 13:30:00,1990-07-13 11:48:00,1990-07-13 11:50:00,16,199007,199009,199012,199103,199105,199107,199109
1990-07-16,O,1990-07-16 04:45:00,1990-07-16 13:30:00,1990-07-16 11:48:00,1990-07-16 11:50:00,15,199007,199009,199012,199103,199105,199107,199109
1990-07-17,O,1990-07-17 04:45:00,1990-07-17 13:30:00,1990-07-17 11:48:00,1990-07-17 11:50:00,14,,199009,199012,199103,199105,199107,199109
1990-07-18,O,1990-07-18 04:45:00,1990-07-18 13:30:00,1990-07-18 11:48:00,1990-07-18 11:50:00,13,,199009,199012,199103,199105,199107,199109
1990-07-19,O,1990-07-19 04:45:00,1990-07-19 13:30:00,1990-07-19 11:48:00,1990-07-19 11:50:00,12,,199009,199012,199103,199105,199107,199109
1990-07-20,O,1990-07-20 04:45:00,1990-07-20 13:30:00,1990-07-20 11:48:00,1990-07-20 11:50:00,11,,199009,199012,199103,199105,199107,199109
1990-07-23,O,1990-07-23 04:45:00,1990-07-23 13:30:00,1990-07-23 11:48:00,1990-07-23 11:50:00,10,,199009,199012,199103,199105,199107,199109
1990-07-24,O,1990-07-24 04:45:00,1990-07-24 13:30:00,1990-07-24 11:48:00,1990-07-24 11:50:00,9,,199009,199012,199103,199105,199107,199109
1990-07-25,O,1990-07-25 04:45:00,1990-07-25 13:30:00,1990-07-25 11:48:00,1990-07-25 11:50:00,8,,199009,199012,199103,199105,199107,199109
1990-07-26,O,1990-07-26 04:45:00,1990-07-26 13:30:00,1990-07-26 11:48:00,1990-07-26 11:50:00,7,,199009,199012,199103,199105,199107,199109
1990-07-27,O,1990-07-27 04:45:00,1990-07-27 13:30:00,1990-07-27 11:48:00,1990-07-27 11:50:00,6,,199009,199012,199103,199105,199107,199109
1990-07-30,O,1990-07-30 04:45:00,1990-07-30 13:30:00,1990-07-30 11:48:00,1990-07-30 11:50:00,5,,199009,199012,199103,199105,199107,199109
1990-07-31,O,1990-07-31 04:45:00,1990-07-31 13:30:00,1990-07-31 11:48:00,1990-07-31 11:50:00,4,,199009,199012,199103,199105,199107,199109
1990-08-01,O,1990-08-01 04:45:00,1990-08-01 13:30:00,1990-08-01 11:48:00,1990-08-01 11:50:00,3,,199009,199012,199103,199105,199107,199109
1990-08-02,O,1990-08-02 04:45:00,1990-08-02 13:30:00,1990-08-02 11:48:00,1990-08-02 11:50:00,2,,199009,199012,199103,199105,199107,199109
1990-08-03,O,1990-08-03 04:45:00,1990-08-03 13:30:00,1990-08-03 11:48:00,1990-08-03 11:50:00,1,,199009,199012,199103,199105,199107,199109
1990-08-06,O,1990-08-06 04:45:00,1990-08-06 13:30:00,1990-08-06 11:48:00,1990-08-06 11:50:00,0,,199009,199012,199103,199105,199107,199109
1990-08-07,O,1990-08-07 04:45:00,1990-08-07 13:30:00,1990-08-07 11:48:00,1990-08-07 11:50:00,62,199009,199012,199103,199105,199107,199109,199112
1990-08-08,O,1990-08-08 04:45:00,1990-08-08 13:30:00,1990-08-08 11:48:00,1990-08-08 11:50:00,61,199009,199012,199103,199105,199107,199109,199112
1990-08-09,O,1990-08-09 04:45:00,1990-08-09 13:30:00,1990-08-09 11:48:00,1990-08-09 11:50:00,60,199009,199012,199103,199105,199107,199109,199112
1990-08-10,O,1990-08-10 04:45:00,1990-08-10 13:30:00,1990-08-10 11:48:00,1990-08-10 11:50:00,59,199009,199012,199103,199105,199107,199109,199112
1990-08-13,O,1990-08-13 04:45:00,1990-08-13 13:30:00,1990-08-13 11:48:00,1990-08-13 11:50:00,58,199009,199012,199103,199105,199107,199109,199112
1990-08-14,O,1990-08-14 04:45:00,1990-08-14 13:30:00,1990-08-14 11:48:00,1990-08-14 11:50:00,57,199009,199012,199103,199105,199107,199109,199112
1990-08-15,O,1990-08-15 04:45:00,1990-08-15 13:30:00,1990-08-15 11:48:00,1990-08-15 11:50:00,56,199009,199012,199103,199105,199107,199109,199112
1990-08-16,O,1990-08-16 04:45:00,1990-08-16 13:30:00,1990-08-16 11:48:00,1990-08-16 11:50:00,55,199009,199012,199103,199105,199107,199109,199112
1990-08-17,O,1990-08-17 04:45:00,1990-08-17 13:30:00,1990-08-17 11:48:00,1990-08-17 11:50:00,54,199009,199012,199103,199105,199107,199109,199112
1990-08-20,O,1990-08-20 04:45:00,1990-08-20 13:30:00,1990-08-20 11:48:00,1990-08-20 11:50:00,53,199009,199012,199103,199105,199107,199109,199112
1990-08-21,O,1990-08-21 04:45:00,1990-08-21 13:30:00,1990-08-21 11:48:00,1990-08-21 11:50:00,52,199009,199012,199103,199105,199107,199109,199112
1990-08-22,O,1990-08-22 04:45:00,1990-08-22 13:30:00,1990-08-22 11:48:00,1990-08-22 11:50:00,51,199009,199012,199103,199105,199107,199109,199112
1990-08-23,O,1990-08-23 04:45:00,1990-08-23 13:30:00,1990-08-23 11:48:00,1990-08-23 11:50:00,50,199009,199012,199103,199105,199107,199109,199112
