date,date_type,trading_hours_start,trading_hours_end,settlement_start,settlement_end,roll_countdown,MillingWheat_N0,MillingWheat_N1,MillingWheat_N2,MillingWheat_N3,MillingWheat_N4,MillingWheat_N5,MillingWheat_N6
2004-08-24,O,2004-08-24 04:45:00,2004-08-24 12:30:00,2004-08-24 12:29:00,2004-08-24 12:30:00,122,,200503,200505,200603,200605,200703,200705
2004-08-25,O,2004-08-25 04:45:00,2004-08-25 12:30:00,2004-08-25 12:29:00,2004-08-25 12:30:00,121,,200503,200505,200603,200605,200703,200705
2004-08-26,O,2004-08-26 04:45:00,2004-08-26 12:30:00,2004-08-26 12:29:00,2004-08-26 12:30:00,120,,200503,200505,200603,200605,200703,200705
2004-08-27,O,2004-08-27 04:45:00,2004-08-27 12:30:00,2004-08-27 12:29:00,2004-08-27 12:30:00,119,,200503,200505,200603,200605,200703,200705
2004-08-30,O,2004-08-30 04:45:00,2004-08-30 12:30:00,2004-08-30 12:29:00,2004-08-30 12:30:00,118,,200503,200505,200603,200605,200703,200705
2004-08-31,O,2004-08-31 04:45:00,2004-08-31 12:30:00,2004-08-31 12:29:00,2004-08-31 12:30:00,117,,200503,200505,200603,200605,200703,200705
2004-09-01,O,2004-09-01 04:45:00,2004-09-01 12:30:00,2004-09-01 12:29:00,2004-09-01 12:30:00,116,,200503,200505,200603,200605,200703,200705
2004-09-02,O,2004-09-02 04:45:00,2004-09-02 12:30:00,2004-09-02 12:29:00,2004-09-02 12:30:00,115,,200503,200505,200603,200605,200703,200705
2004-09-03,O,2004-09-03 04:45:00,2004-09-03 12:30:00,2004-09-03 12:29:00,2004-09-03 12:30:00,114,,200503,200505,200603,200605,200703,200705
2004-09-06,O,2004-09-06 04:45:00,2004-09-06 12:30:00,2004-09-06 12:29:00,2004-09-06 12:30:00,113,,200503,200505,200603,200605,200703,200705
2004-09-07,O,2004-09-07 04:45:00,2004-09-07 12:30:00,2004-09-07 12:29:00,2004-09-07 12:30:00,112,,200503,200505,200603,200605,200703,200705
2004-09-08,O,2004-09-08 04:45:00,2004-09-08 12:30:00,2004-09-08 12:29:00,2004-09-08 12:30:00,111,,200503,200505,200603,200605,200703,200705
2004-09-09,O,2004-09-09 04:45:00,2004-09-09 12:30:00,2004-09-09 12:29:00,2004-09-09 12:30:00,110,,200503,200505,200603,200605,200703,200705
2004-09-10,O,2004-09-10 04:45:00,2004-09-10 12:30:00,2004-09-10 12:29:00,2004-09-10 12:30:00,109,,200503,200505,200603,200605,200703,200705
2004-09-13,O,2004-09-13 04:45:00,2004-09-13 12:30:00,2004-09-13 12:29:00,2004-09-13 12:30:00,108,,200503,200505,200603,200605,200703,200705
2004-09-14,O,2004-09-14 04:45:00,2004-09-14 12:30:00,2004-09-14 12:29:00,2004-09-14 12:30:00,107,,200503,200505,200603,200605,200703,200705
2004-09-15,O,2004-09-15 04:45:00,2004-09-15 12:30:00,2004-09-15 12:29:00,2004-09-15 12:30:00,106,,200503,200505,200603,200605,200703,200705
2004-09-16,O,2004-09-16 04:45:00,2004-09-16 12:30:00,2004-09-16 12:29:00,2004-09-16 12:30:00,105,,200503,200505,200603,200605,200703,200705
2004-09-17,O,2004-09-17 04:45:00,2004-09-17 12:30:00,2004-09-17 12:29:00,2004-09-17 12:30:00,104,,200503,200505,200603,200605,200703,200705
2004-09-20,O,2004-09-20 04:45:00,2004-09-20 12:30:00,2004-09-20 12:29:00,2004-09-20 12:30:00,103,,200503,200505,200603,200605,200703,200705
2004-09-21,O,2004-09-21 04:45:00,2004-09-21 12:30:00,2004-09-21 12:29:00,2004-09-21 12:30:00,102,,200503,200505,200603,200605,200703,200705
2004-09-22,O,2004-09-22 04:45:00,2004-09-22 12:30:00,2004-09-22 12:29:00,2004-09-22 12:30:00,101,,200503,200505,200603,200605,200703,200705
2004-09-23,O,2004-09-23 04:45:00,2004-09-23 12:30:00,2004-09-23 12:29:00,2004-09-23 12:30:00,100,,200503,200505,200603,200605,200703,200705
2004-09-24,O,2004-09-24 04:45:00,2004-09-24 12:30:00,2004-09-24 12:29:00,2004-09-24 12:30:00,99,,200503,200505,200603,200605,200703,200705
2004-09-27,O,2004-09-27 04:45:00,2004-09-27 12:30:00,2004-09-27 12:29:00,2004-09-27 12:30:00,98,,200503,200505,200603,200605,200703,200705
2004-09-28,O,2004-09-28 04:45:00,2004-09-28 12:30:00,2004-09-28 12:29:00,2004-09-28 12:30:00,97,,200503,200505,200603,200605,200703,200705
2004-09-29,O,2004-09-29 04:45:00,2004-09-29 12:30:00,2004-09-29 12:29:00,2004-09-29 12:30:00,96,,200503,200505,200603,200605,200703,200705
2004-09-30,O,2004-09-30 04:45:00,2004-09-30 12:30:00,2004-09-30 12:29:00,2004-09-30 12:30:00,95,,200503,200505,200603,200605,200703,200705
2004-10-01,O,2004-10-01 04:45:00,2004-10-01 12:30:00,2004-10-01 12:29:00,2004-10-01 12:30:00,94,,200503,200505,200603,200605,200703,200705
2004-10-04,O,2004-10-04 04:45:00,2004-10-04 12:30:00,2004-10-04 12:29:00,2004-10-04 12:30:00,93,,200503,200505,200603,200605,200703,200705
2004-10-05,O,2004-10-05 04:45:00,2004-10-05 12:30:00,2004-10-05 12:29:00,2004-10-05 12:30:00,92,,200503,200505,200603,200605,200703,200705
2004-10-06,O,2004-10-06 04:45:00,2004-10-06 12:30:00,2004-10-06 12:29:00,2004-10-06 12:30:00,91,,200503,200505,200603,200605,200703,200705
2004-10-07,O,2004-10-07 04:45:00,2004-10-07 12:30:00,2004-10-07 12:29:00,2004-10-07 12:30:00,90,,200503,200505,200603,200605,200703,200705
2004-10-08,O,2004-10-08 04:45:00,2004-10-08 12:30:00,2004-10-08 12:29:00,2004-10-08 12:30:00,89,,200503,200505,200603,200605,200703,200705
2004-10-11,O,2004-10-11 04:45:00,2004-10-11 12:30:00,2004-10-11 12:29:00,2004-10-11 12:30:00,88,,200503,200505,200603,200605,200703,200705
2004-10-12,O,2004-10-12 04:45:00,2004-10-12 12:30:00,2004-10-12 12:29:00,2004-10-12 12:30:00,87,,200503,200505,200603,200605,200703,200705
2004-10-13,O,2004-10-13 04:45:00,2004-10-13 12:30:00,2004-10-13 12:29:00,2004-10-13 12:30:00,86,,200503,200505,200603,200605,200703,200705
2004-10-14,O,2004-10-14 04:45:00,2004-10-14 12:30:00,2004-10-14 12:29:00,2004-10-14 12:30:00,85,,200503,200505,200603,200605,200703,200705
2004-10-15,O,2004-10-15 04:45:00,2004-10-15 12:30:00,2004-10-15 12:29:00,2004-10-15 12:30:00,84,,200503,200505,200603,200605,200703,200705
2004-10-18,O,2004-10-18 04:45:00,2004-10-18 12:30:00,2004-10-18 12:29:00,2004-10-18 12:30:00,83,,200503,200505,200603,200605,200703,200705
2004-10-19,O,2004-10-19 04:45:00,2004-10-19 12:30:00,2004-10-19 12:29:00,2004-10-19 12:30:00,82,,200503,200505,200603,200605,200703,200705
2004-10-20,O,2004-10-20 04:45:00,2004-10-20 12:30:00,2004-10-20 12:29:00,2004-10-20 12:30:00,81,,200503,200505,200603,200605,200703,200705
2004-10-21,O,2004-10-21 04:45:00,2004-10-21 12:30:00,2004-10-21 12:29:00,2004-10-21 12:30:00,80,,200503,200505,200603,200605,200703,200705
2004-10-22,O,2004-10-22 04:45:00,2004-10-22 12:30:00,2004-10-22 12:29:00,2004-10-22 12:30:00,79,,200503,200505,200603,200605,200703,200705
2004-10-25,O,2004-10-25 04:45:00,2004-10-25 12:30:00,2004-10-25 12:29:00,2004-10-25 12:30:00,78,,200503,200505,200603,200605,200703,200705
2004-10-26,O,2004-10-26 04:45:00,2004-10-26 12:30:00,2004-10-26 12:29:00,2004-10-26 12:30:00,77,,200503,200505,200603,200605,200703,200705
2004-10-27,O,2004-10-27 04:45:00,2004-10-27 12:30:00,2004-10-27 12:29:00,2004-10-27 12:30:00,76,,200503,200505,200603,200605,200703,200705
2004-10-28,O,2004-10-28 04:45:00,2004-10-28 12:30:00,2004-10-28 12:29:00,2004-10-28 12:30:00,75,,200503,200505,200603,200605,200703,200705
2004-10-29,O,2004-10-29 04:45:00,2004-10-29 12:30:00,2004-10-29 12:29:00,2004-10-29 12:30:00,74,,200503,200505,200603,200605,200703,200705
2004-11-01,O,2004-11-01 04:45:00,2004-11-01 12:30:00,2004-11-01 12:29:00,2004-11-01 12:30:00,73,,200503,200505,200603,200605,200703,200705
2004-11-02,O,2004-11-02 04:45:00,2004-11-02 12:30:00,2004-11-02 12:29:00,2004-11-02 12:30:00,72,,200503,200505,200603,200605,200703,200705
2004-11-03,O,2004-11-03 04:45:00,2004-11-03 12:30:00,2004-11-03 12:29:00,2004-11-03 12:30:00,71,,200503,200505,200603,200605,200703,200705
2004-11-04,O,2004-11-04 04:45:00,2004-11-04 12:30:00,2004-11-04 12:29:00,2004-11-04 12:30:00,70,,200503,200505,200603,200605,200703,200705
2004-11-05,O,2004-11-05 04:45:00,2004-11-05 12:30:00,2004-11-05 12:29:00,2004-11-05 12:30:00,69,,200503,200505,200603,200605,200703,200705
2004-11-08,O,2004-11-08 04:45:00,2004-11-08 12:30:00,2004-11-08 12:29:00,2004-11-08 12:30:00,68,,200503,200505,200603,200605,200703,200705
2004-11-09,O,2004-11-09 04:45:00,2004-11-09 12:30:00,2004-11-09 12:29:00,2004-11-09 12:30:00,67,,200503,200505,200603,200605,200703,200705
2004-11-10,O,2004-11-10 04:45:00,2004-11-10 12:30:00,2004-11-10 12:29:00,2004-11-10 12:30:00,66,,200503,200505,200603,200605,200703,200705
2004-11-11,O,2004-11-11 04:45:00,2004-11-11 12:30:00,2004-11-11 12:29:00,2004-11-11 12:30:00,65,,200503,200505,200603,200605,200703,200705
2004-11-12,O,2004-11-12 04:45:00,2004-11-12 12:30:00,2004-11-12 12:29:00,2004-11-12 12:30:00,64,,200503,200505,200603,200605,200703,200705
2004-11-15,O,2004-11-15 04:45:00,2004-11-15 12:30:00,2004-11-15 12:29:00,2004-11-15 12:30:00,63,,200503,200505,200603,200605,200703,200705
2004-11-16,O,2004-11-16 04:45:00,2004-11-16 12:30:00,2004-11-16 12:29:00,2004-11-16 12:30:00,62,,200503,200505,200603,200605,200703,200705
2004-11-17,O,2004-11-17 04:45:00,2004-11-17 12:30:00,2004-11-17 12:29:00,2004-11-17 12:30:00,61,,200503,200505,200603,200605,200703,200705
2004-11-18,O,2004-11-18 04:45:00,2004-11-18 12:30:00,2004-11-18 12:29:00,2004-11-18 12:30:00,60,,200503,200505,200603,200605,200703,200705
2004-11-19,O,2004-11-19 04:45:00,2004-11-19 12:30:00,2004-11-19 12:29:00,2004-11-19 12:30:00,59,,200503,200505,200603,200605,200703,200705
2004-11-22,O,2004-11-22 04:45:00,2004-11-22 12:30:00,2004-11-22 12:29:00,2004-11-22 12:30:00,58,,200503,200505,200603,200605,200703,200705
2004-11-23,O,2004-11-23 04:45:00,2004-11-23 12:30:00,2004-11-23 12:29:00,2004-11-23 12:30:00,57,,200503,200505,200603,200605,200703,200705
2004-11-24,O,2004-11-24 04:45:00,2004-11-24 12:30:00,2004-11-24 12:29:00,2004-11-24 12:30:00,56,,200503,200505,200603,200605,200703,200705
2004-11-25,O,2004-11-25 04:45:00,2004-11-25 12:30:00,2004-11-25 12:29:00,2004-11-25 12:30:00,55,,200503,200505,200603,200605,200703,200705
2004-11-26,O,2004-11-26 04:45:00,2004-11-26 12:30:00,2004-11-26 12:29:00,2004-11-26 12:30:00,54,,200503,200505,200603,200605,200703,200705
2004-11-29,O,2004-11-29 04:45:00,2004-11-29 12:30:00,2004-11-29 12:29:00,2004-11-29 12:30:00,53,,200503,200505,200603,200605,200703,200705
2004-11-30,O,2004-11-30 04:45:00,2004-11-30 12:30:00,2004-11-30 12:29:00,2004-11-30 12:30:00,52,,200503,200505,200603,200605,200703,200705
2004-12-01,O,2004-12-01 04:45:00,2004-12-01 12:30:00,2004-12-01 12:29:00,2004-12-01 12:30:00,51,,200503,200505,200603,200605,200703,200705
2004-12-02,O,2004-12-02 04:45:00,2004-12-02 12:30:00,2004-12-02 12:29:00,2004-12-02 12:30:00,50,,200503,200505,200603,200605,200703,200705
2004-12-03,O,2004-12-03 04:45:00,2004-12-03 12:30:00,2004-12-03 12:29:00,2004-12-03 12:30:00,49,,200503,200505,200603,200605,200703,200705
2004-12-06,O,2004-12-06 04:45:00,2004-12-06 12:30:00,2004-12-06 12:29:00,2004-12-06 12:30:00,48,,200503,200505,200603,200605,200703,200705
2004-12-07,O,2004-12-07 04:45:00,2004-12-07 12:30:00,2004-12-07 12:29:00,2004-12-07 12:30:00,47,,200503,200505,200603,200605,200703,200705
2004-12-08,O,2004-12-08 04:45:00,2004-12-08 12:30:00,2004-12-08 12:29:00,2004-12-08 12:30:00,46,,200503,200505,200603,200605,200703,200705
2004-12-09,O,2004-12-09 04:45:00,2004-12-09 12:30:00,2004-12-09 12:29:00,2004-12-09 12:30:00,45,,200503,200505,200603,200605,200703,200705
2004-12-10,O,2004-12-10 04:45:00,2004-12-10 12:30:00,2004-12-10 12:29:00,2004-12-10 12:30:00,44,,200503,200505,200603,200605,200703,200705
2004-12-13,O,2004-12-13 04:45:00,2004-12-13 12:30:00,2004-12-13 12:29:00,2004-12-13 12:30:00,43,,200503,200505,200603,200605,200703,200705
2004-12-14,O,2004-12-14 04:45:00,2004-12-14 12:30:00,2004-12-14 12:29:00,2004-12-14 12:30:00,42,,200503,200505,200603,200605,200703,200705
2004-12-15,O,2004-12-15 04:45:00,2004-12-15 12:30:00,2004-12-15 12:29:00,2004-12-15 12:30:00,41,,200503,200505,200603,200605,200703,200705
2004-12-16,O,2004-12-16 04:45:00,2004-12-16 12:30:00,2004-12-16 12:29:00,2004-12-16 12:30:00,40,,200503,200505,200603,200605,200703,200705
2004-12-17,O,2004-12-17 04:45:00,2004-12-17 12:30:00,2004-12-17 12:29:00,2004-12-17 12:30:00,39,,200503,200505,200603,200605,200703,200705
2004-12-20,O,2004-12-20 04:45:00,2004-12-20 12:30:00,2004-12-20 12:29:00,2004-12-20 12:30:00,38,,200503,200505,200603,200605,200703,200705
2004-12-21,O,2004-12-21 04:45:00,2004-12-21 12:30:00,2004-12-21 12:29:00,2004-12-21 12:30:00,37,,200503,200505,200603,200605,200703,200705
2004-12-22,O,2004-12-22 04:45:00,2004-12-22 12:30:00,2004-12-22 12:29:00,2004-12-22 12:30:00,36,,200503,200505,200603,200605,200703,200705
2004-12-23,O,2004-12-23 04:45:00,2004-12-23 12:30:00,2004-12-23 12:29:00,2004-12-23 12:30:00,35,,200503,200505,200603,200605,200703,200705
2004-12-24,O,2004-12-24 04:45:00,2004-12-24 12:30:00,2004-12-24 12:29:00,2004-12-24 12:30:00,34,,200503,200505,200603,200605,200703,200705
2004-12-27,O,2004-12-27 04:45:00,2004-12-27 12:30:00,2004-12-27 12:29:00,2004-12-27 12:30:00,33,,200503,200505,200603,200605,200703,200705
2004-12-28,O,2004-12-28 04:45:00,2004-12-28 12:30:00,2004-12-28 12:29:00,2004-12-28 12:30:00,32,,200503,200505,200603,200605,200703,200705
2004-12-29,O,2004-12-29 04:45:00,2004-12-29 12:30:00,2004-12-29 12:29:00,2004-12-29 12:30:00,31,,200503,200505,200603,200605,200703,200705
2004-12-30,O,2004-12-30 04:45:00,2004-12-30 12:30:00,2004-12-30 12:29:00,2004-12-30 12:30:00,30,,200503,200505,200603,200605,200703,200705
2004-12-31,O,2004-12-31 04:45:00,2004-12-31 12:30:00,2004-12-31 12:29:00,2004-12-31 12:30:00,29,,200503,200505,200603,200605,200703,200705
2005-01-03,O,2005-01-03 04:45:00,2005-01-03 12:30:00,2005-01-03 12:29:00,2005-01-03 12:30:00,28,,200503,200505,200603,200605,200703,200705
2005-01-04,O,2005-01-04 04:45:00,2005-01-04 12:30:00,2005-01-04 12:29:00,2005-01-04 12:30:00,27,,200503,200505,200603,200605,200703,200705
2005-01-05,O,2005-01-05 04:45:00,2005-01-05 12:30:00,2005-01-05 12:29:00,2005-01-05 12:30:00,26,,200503,200505,200603,200605,200703,200705
2005-01-06,O,2005-01-06 04:45:00,2005-01-06 12:30:00,2005-01-06 12:29:00,2005-01-06 12:30:00,25,,200503,200505,200603,200605,200703,200705
2005-01-07,O,2005-01-07 04:45:00,2005-01-07 12:30:00,2005-01-07 12:29:00,2005-01-07 12:30:00,24,,200503,200505,200603,200605,200703,200705
2005-01-10,O,2005-01-10 04:45:00,2005-01-10 12:30:00,2005-01-10 12:29:00,2005-01-10 12:30:00,23,,200503,200505,200603,200605,200703,200705
2005-01-11,O,2005-01-11 04:45:00,2005-01-11 12:30:00,2005-01-11 12:29:00,2005-01-11 12:30:00,22,,200503,200505,200603,200605,200703,200705
2005-01-12,O,2005-01-12 04:45:00,2005-01-12 12:30:00,2005-01-12 12:29:00,2005-01-12 12:30:00,21,,200503,200505,200603,200605,200703,200705
2005-01-13,O,2005-01-13 04:45:00,2005-01-13 12:30:00,2005-01-13 12:29:00,2005-01-13 12:30:00,20,,200503,200505,200603,200605,200703,200705
2005-01-14,O,2005-01-14 04:45:00,2005-01-14 12:30:00,2005-01-14 12:29:00,2005-01-14 12:30:00,19,,200503,200505,200603,200605,200703,200705
2005-01-17,O,2005-01-17 04:45:00,2005-01-17 12:30:00,2005-01-17 12:29:00,2005-01-17 12:30:00,18,,200503,200505,200603,200605,200703,200705
2005-01-18,O,2005-01-18 04:45:00,2005-01-18 12:30:00,2005-01-18 12:29:00,2005-01-18 12:30:00,17,,200503,200505,200603,200605,200703,200705
2005-01-19,O,2005-01-19 04:45:00,2005-01-19 12:30:00,2005-01-19 12:29:00,2005-01-19 12:30:00,16,,200503,200505,200603,200605,200703,200705
2005-01-20,O,2005-01-20 04:45:00,2005-01-20 12:30:00,2005-01-20 12:29:00,2005-01-20 12:30:00,15,,200503,200505,200603,200605,200703,200705
2005-01-21,O,2005-01-21 04:45:00,2005-01-21 12:30:00,2005-01-21 12:29:00,2005-01-21 12:30:00,14,,200503,200505,200603,200605,200703,200705
2005-01-24,O,2005-01-24 04:45:00,2005-01-24 12:30:00,2005-01-24 12:29:00,2005-01-24 12:30:00,13,,200503,200505,200603,200605,200703,200705
2005-01-25,O,2005-01-25 04:45:00,2005-01-25 12:30:00,2005-01-25 12:29:00,2005-01-25 12:30:00,12,,200503,200505,200603,200605,200703,200705
2005-01-26,O,2005-01-26 04:45:00,2005-01-26 12:30:00,2005-01-26 12:29:00,2005-01-26 12:30:00,11,,200503,200505,200603,200605,200703,200705
2005-01-27,O,2005-01-27 04:45:00,2005-01-27 12:30:00,2005-01-27 12:29:00,2005-01-27 12:30:00,10,,200503,200505,200603,200605,200703,200705
2005-01-28,O,2005-01-28 04:45:00,2005-01-28 12:30:00,2005-01-28 12:29:00,2005-01-28 12:30:00,9,,200503,200505,200603,200605,200703,200705
2005-01-31,O,2005-01-31 04:45:00,2005-01-31 12:30:00,2005-01-31 12:29:00,2005-01-31 12:30:00,8,,200503,200505,200603,200605,200703,200705
2005-02-01,O,2005-02-01 04:45:00,2005-02-01 12:30:00,2005-02-01 12:29:00,2005-02-01 12:30:00,7,,200503,200505,200603,200605,200703,200705
2005-02-02,O,2005-02-02 04:45:00,2005-02-02 12:30:00,2005-02-02 12:29:00,2005-02-02 12:30:00,6,,200503,200505,200603,200605,200703,200705
2005-02-03,O,2005-02-03 04:45:00,2005-02-03 12:30:00,2005-02-03 12:29:00,2005-02-03 12:30:00,5,,200503,200505,200603,200605,200703,200705
2005-02-04,O,2005-02-04 04:45:00,2005-02-04 12:30:00,2005-02-04 12:29:00,2005-02-04 12:30:00,4,,200503,200505,200603,200605,200703,200705
2005-02-07,O,2005-02-07 04:45:00,2005-02-07 12:30:00,2005-02-07 12:29:00,2005-02-07 12:30:00,3,,200503,200505,200603,200605,200703,200705
2005-02-08,O,2005-02-08 04:45:00,2005-02-08 12:30:00,2005-02-08 12:29:00,2005-02-08 12:30:00,2,,200503,200505,200603,200605,200703,200705
2005-02-09,O,2005-02-09 04:45:00,2005-02-09 12:30:00,2005-02-09 12:29:00,2005-02-09 12:30:00,1,,200503,200505,200603,200605,200703,200705
2005-02-10,O,2005-02-10 04:45:00,2005-02-10 12:30:00,2005-02-10 12:29:00,2005-02-10 12:30:00,0,,200503,200505,200603,200605,200703,200705
2005-02-11,O,2005-02-11 04:45:00,2005-02-11 12:30:00,2005-02-11 12:29:00,2005-02-11 12:30:00,40,200503,200505,200603,200605,200703,200705,200803
2005-02-14,O,2005-02-14 04:45:00,2005-02-14 12:30:00,2005-02-14 12:29:00,2005-02-14 12:30:00,39,200503,200505,200603,200605,200703,200705,200803
2005-02-15,O,2005-02-15 04:45:00,2005-02-15 12:30:00,2005-02-15 12:29:00,2005-02-15 12:30:00,38,200503,200505,200603,200605,200703,200705,200803
2005-02-16,O,2005-02-16 04:45:00,2005-02-16 12:30:00,2005-02-16 12:29:00,2005-02-16 12:30:00,37,200503,200505,200603,200605,200703,200705,200803
2005-02-17,O,2005-02-17 04:45:00,2005-02-17 12:30:00,2005-02-17 12:29:00,2005-02-17 12:30:00,36,200503,200505,200603,200605,200703,200705,200803
2005-02-18,O,2005-02-18 04:45:00,2005-02-18 12:30:00,2005-02-18 12:29:00,2005-02-18 12:30:00,35,200503,200505,200603,200605,200703,200705,200803
2005-02-21,O,2005-02-21 04:45:00,2005-02-21 12:30:00,2005-02-21 12:29:00,2005-02-21 12:30:00,34,200503,200505,200603,200605,200703,200705,200803
2005-02-22,O,2005-02-22 04:45:00,2005-02-22 12:30:00,2005-02-22 12:29:00,2005-02-22 12:30:00,33,200503,200505,200603,200605,200703,200705,200803
2005-02-23,O,2005-02-23 04:45:00,2005-02-23 12:30:00,2005-02-23 12:29:00,2005-02-23 12:30:00,32,200503,200505,200603,200605,200703,200705,200803
2005-02-24,O,2005-02-24 04:45:00,2005-02-24 12:30:00,2005-02-24 12:29:00,2005-02-24 12:30:00,31,200503,200505,200603,200605,200703,200705,200803
2005-02-25,O,2005-02-25 04:45:00,2005-02-25 12:30:00,2005-02-25 12:29:00,2005-02-25 12:30:00,30,200503,200505,200603,200605,200703,200705,200803
2005-02-28,O,2005-02-28 04:45:00,2005-02-28 12:30:00,2005-02-28 12:29:00,2005-02-28 12:30:00,29,200503,200505,200603,200605,200703,200705,200803
2005-03-01,O,2005-03-01 04:45:00,2005-03-01 12:30:00,2005-03-01 12:29:00,2005-03-01 12:30:00,28,200503,200505,200603,200605,200703,200705,200803
2005-03-02,O,2005-03-02 04:45:00,2005-03-02 12:30:00,2005-03-02 12:29:00,2005-03-02 12:30:00,27,200503,200505,200603,200605,200703,200705,200803
2005-03-03,O,2005-03-03 04:45:00,2005-03-03 12:30:00,2005-03-03 12:29:00,2005-03-03 12:30:00,26,200503,200505,200603,200605,200703,200705,200803
2005-03-04,O,2005-03-04 04:45:00,2005-03-04 12:30:00,2005-03-04 12:29:00,2005-03-04 12:30:00,25,200503,200505,200603,200605,200703,200705,200803
2005-03-07,O,2005-03-07 04:45:00,2005-03-07 12:30:00,2005-03-07 12:29:00,2005-03-07 12:30:00,24,200503,200505,200603,200605,200703,200705,200803
2005-03-08,O,2005-03-08 04:45:00,2005-03-08 12:30:00,2005-03-08 12:29:00,2005-03-08 12:30:00,23,200503,200505,200603,200605,200703,200705,200803
2005-03-09,O,2005-03-09 04:45:00,2005-03-09 12:30:00,2005-03-09 12:29:00,2005-03-09 12:30:00,22,200503,200505,200603,200605,200703,200705,200803
2005-03-10,O,2005-03-10 04:45:00,2005-03-10 12:30:00,2005-03-10 12:29:00,2005-03-10 12:30:00,21,200503,200505,200603,200605,200703,200705,200803
2005-03-11,O,2005-03-11 04:45:00,2005-03-11 12:30:00,2005-03-11 12:29:00,2005-03-11 12:30:00,20,,200505,200603,200605,200703,200705,200803
2005-03-14,O,2005-03-14 04:45:00,2005-03-14 12:30:00,2005-03-14 12:29:00,2005-03-14 12:30:00,19,,200505,200603,200605,200703,200705,200803
2005-03-15,O,2005-03-15 04:45:00,2005-03-15 12:30:00,2005-03-15 12:29:00,2005-03-15 12:30:00,18,,200505,200603,200605,200703,200705,200803
2005-03-16,O,2005-03-16 04:45:00,2005-03-16 12:30:00,2005-03-16 12:29:00,2005-03-16 12:30:00,17,,200505,200603,200605,200703,200705,200803
2005-03-17,O,2005-03-17 04:45:00,2005-03-17 12:30:00,2005-03-17 12:29:00,2005-03-17 12:30:00,16,,200505,200603,200605,200703,200705,200803
2005-03-18,O,2005-03-18 04:45:00,2005-03-18 12:30:00,2005-03-18 12:29:00,2005-03-18 12:30:00,15,,200505,200603,200605,200703,200705,200803
2005-03-21,O,2005-03-21 04:45:00,2005-03-21 12:30:00,2005-03-21 12:29:00,2005-03-21 12:30:00,14,,200505,200603,200605,200703,200705,200803
2005-03-22,O,2005-03-22 04:45:00,2005-03-22 12:30:00,2005-03-22 12:29:00,2005-03-22 12:30:00,13,,200505,200603,200605,200703,200705,200803
2005-03-23,O,2005-03-23 04:45:00,2005-03-23 12:30:00,2005-03-23 12:29:00,2005-03-23 12:30:00,12,,200505,200603,200605,200703,200705,200803
2005-03-24,O,2005-03-24 04:45:00,2005-03-24 12:30:00,2005-03-24 12:29:00,2005-03-24 12:30:00,11,,200505,200603,200605,200703,200705,200803
2005-03-25,X,,,,,,,,,,,,
2005-03-28,X,,,,,,,,,,,,
2005-03-29,O,2005-03-29 03:45:00,2005-03-29 11:30:00,2005-03-29 11:29:00,2005-03-29 11:30:00,10,,200505,200603,200605,200703,200705,200803
2005-03-30,O,2005-03-30 03:45:00,2005-03-30 11:30:00,2005-03-30 11:29:00,2005-03-30 11:30:00,9,,200505,200603,200605,200703,200705,200803
2005-03-31,O,2005-03-31 03:45:00,2005-03-31 11:30:00,2005-03-31 11:29:00,2005-03-31 11:30:00,8,,200505,200603,200605,200703,200705,200803
2005-04-01,O,2005-04-01 03:45:00,2005-04-01 11:30:00,2005-04-01 11:29:00,2005-04-01 11:30:00,7,,200505,200603,200605,200703,200705,200803
2005-04-04,O,2005-04-04 04:45:00,2005-04-04 12:30:00,2005-04-04 12:29:00,2005-04-04 12:30:00,6,,200505,200603,200605,200703,200705,200803
2005-04-05,O,2005-04-05 04:45:00,2005-04-05 12:30:00,2005-04-05 12:29:00,2005-04-05 12:30:00,5,,200505,200603,200605,200703,200705,200803
2005-04-06,O,2005-04-06 04:45:00,2005-04-06 12:30:00,2005-04-06 12:29:00,2005-04-06 12:30:00,4,,200505,200603,200605,200703,200705,200803
2005-04-07,O,2005-04-07 04:45:00,2005-04-07 12:30:00,2005-04-07 12:29:00,2005-04-07 12:30:00,3,,200505,200603,200605,200703,200705,200803
2005-04-08,O,2005-04-08 04:45:00,2005-04-08 12:30:00,2005-04-08 12:29:00,2005-04-08 12:30:00,2,,200505,200603,200605,200703,200705,200803
2005-04-11,O,2005-04-11 04:45:00,2005-04-11 12:30:00,2005-04-11 12:29:00,2005-04-11 12:30:00,1,,200505,200603,200605,200703,200705,200803
2005-04-12,O,2005-04-12 04:45:00,2005-04-12 12:30:00,2005-04-12 12:29:00,2005-04-12 12:30:00,0,,200505,200603,200605,200703,200705,200803
2005-04-13,O,2005-04-13 04:45:00,2005-04-13 12:30:00,2005-04-13 12:29:00,2005-04-13 12:30:00,216,200505,200603,200605,200703,200705,200803,200805
2005-04-14,O,2005-04-14 04:45:00,2005-04-14 12:30:00,2005-04-14 12:29:00,2005-04-14 12:30:00,215,200505,200603,200605,200703,200705,200803,200805
2005-04-15,O,2005-04-15 04:45:00,2005-04-15 12:30:00,2005-04-15 12:29:00,2005-04-15 12:30:00,214,200505,200603,200605,200703,200705,200803,200805
2005-04-18,O,2005-04-18 04:45:00,2005-04-18 12:30:00,2005-04-18 12:29:00,2005-04-18 12:30:00,213,200505,200603,200605,200703,200705,200803,200805
