date,date_type,trading_hours_start,trading_hours_end,settlement_start,settlement_end,roll_countdown,Gasoil_N0,Gasoil_N1,Gasoil_N2,Gasoil_N3,Gasoil_N4,Gasoil_N5,Gasoil_N6
1994-07-07,O,1994-07-06 19:00:00,1994-07-07 17:00:00,1994-07-07 11:28:00,1994-07-07 11:30:00,15,199407,199408,199409,199410,199411,199412,199501
1994-07-08,O,1994-07-07 19:00:00,1994-07-08 17:00:00,1994-07-08 11:28:00,1994-07-08 11:30:00,14,199407,199408,199409,199410,199411,199412,199501
1994-07-11,O,1994-07-10 18:00:00,1994-07-11 17:00:00,1994-07-11 11:28:00,1994-07-11 11:30:00,13,199407,199408,199409,199410,199411,199412,199501
1994-07-12,O,1994-07-11 19:00:00,1994-07-12 17:00:00,1994-07-12 11:28:00,1994-07-12 11:30:00,12,199407,199408,199409,199410,199411,199412,199501
1994-07-13,O,1994-07-12 19:00:00,1994-07-13 17:00:00,1994-07-13 11:28:00,1994-07-13 11:30:00,11,,199408,199409,199410,199411,199412,199501
1994-07-14,O,1994-07-13 19:00:00,1994-07-14 17:00:00,1994-07-14 11:28:00,1994-07-14 11:30:00,10,,199408,199409,199410,199411,199412,199501
1994-07-15,O,1994-07-14 19:00:00,1994-07-15 17:00:00,1994-07-15 11:28:00,1994-07-15 11:30:00,9,,199408,199409,199410,199411,199412,199501
1994-07-18,O,1994-07-17 18:00:00,1994-07-18 17:00:00,1994-07-18 11:28:00,1994-07-18 11:30:00,8,,199408,199409,199410,199411,199412,199501
1994-07-19,O,1994-07-18 19:00:00,1994-07-19 17:00:00,1994-07-19 11:28:00,1994-07-19 11:30:00,7,,199408,199409,199410,199411,199412,199501
1994-07-20,O,1994-07-19 19:00:00,1994-07-20 17:00:00,1994-07-20 11:28:00,1994-07-20 11:30:00,6,,199408,199409,199410,199411,199412,199501
1994-07-21,O,1994-07-20 19:00:00,1994-07-21 17:00:00,1994-07-21 11:28:00,1994-07-21 11:30:00,5,,199408,199409,199410,199411,199412,199501
1994-07-22,O,1994-07-21 19:00:00,1994-07-22 17:00:00,1994-07-22 11:28:00,1994-07-22 11:30:00,4,,199408,199409,199410,199411,199412,199501
1994-07-25,O,1994-07-24 18:00:00,1994-07-25 17:00:00,1994-07-25 11:28:00,1994-07-25 11:30:00,3,,199408,199409,199410,199411,199412,199501
1994-07-26,O,1994-07-25 19:00:00,1994-07-26 17:00:00,1994-07-26 11:28:00,1994-07-26 11:30:00,2,,199408,199409,199410,199411,199412,199501
1994-07-27,O,1994-07-26 19:00:00,1994-07-27 17:00:00,1994-07-27 11:28:00,1994-07-27 11:30:00,1,,199408,199409,199410,199411,199412,199501
1994-07-28,O,1994-07-27 19:00:00,1994-07-28 17:00:00,1994-07-28 11:28:00,1994-07-28 11:30:00,0,,199408,199409,199410,199411,199412,199501
1994-07-29,O,1994-07-28 19:00:00,1994-07-29 17:00:00,1994-07-29 11:28:00,1994-07-29 11:30:00,20,199408,199409,199410,199411,199412,199501,199502
1994-08-01,O,1994-07-31 18:00:00,1994-08-01 17:00:00,1994-08-01 11:28:00,1994-08-01 11:30:00,19,199408,199409,199410,199411,199412,199501,199502
1994-08-02,O,1994-08-01 19:00:00,1994-08-02 17:00:00,1994-08-02 11:28:00,1994-08-02 11:30:00,18,199408,199409,199410,199411,199412,199501,199502
1994-08-03,O,1994-08-02 19:00:00,1994-08-03 17:00:00,1994-08-03 11:28:00,1994-08-03 11:30:00,17,199408,199409,199410,199411,199412,199501,199502
1994-08-04,O,1994-08-03 19:00:00,1994-08-04 17:00:00,1994-08-04 11:28:00,1994-08-04 11:30:00,16,199408,199409,199410,199411,199412,199501,199502
1994-08-05,O,1994-08-04 19:00:00,1994-08-05 17:00:00,1994-08-05 11:28:00,1994-08-05 11:30:00,15,199408,199409,199410,199411,199412,199501,199502
1994-08-08,O,1994-08-07 18:00:00,1994-08-08 17:00:00,1994-08-08 11:28:00,1994-08-08 11:30:00,14,199408,199409,199410,199411,199412,199501,199502
1994-08-09,O,1994-08-08 19:00:00,1994-08-09 17:00:00,1994-08-09 11:28:00,1994-08-09 11:30:00,13,199408,199409,199410,199411,199412,199501,199502
1994-08-10,O,1994-08-09 19:00:00,1994-08-10 17:00:00,1994-08-10 11:28:00,1994-08-10 11:30:00,12,199408,199409,199410,199411,199412,199501,199502
1994-08-11,O,1994-08-10 19:00:00,1994-08-11 17:00:00,1994-08-11 11:28:00,1994-08-11 11:30:00,11,199408,199409,199410,199411,199412,199501,199502
1994-08-12,O,1994-08-11 19:00:00,1994-08-12 17:00:00,1994-08-12 11:28:00,1994-08-12 11:30:00,10,,199409,199410,199411,199412,199501,199502
1994-08-15,O,1994-08-14 18:00:00,1994-08-15 17:00:00,1994-08-15 11:28:00,1994-08-15 11:30:00,9,,199409,199410,199411,199412,199501,199502
1994-08-16,O,1994-08-15 19:00:00,1994-08-16 17:00:00,1994-08-16 11:28:00,1994-08-16 11:30:00,8,,199409,199410,199411,199412,199501,199502
1994-08-17,O,1994-08-16 19:00:00,1994-08-17 17:00:00,1994-08-17 11:28:00,1994-08-17 11:30:00,7,,199409,199410,199411,199412,199501,199502
1994-08-18,O,1994-08-17 19:00:00,1994-08-18 17:00:00,1994-08-18 11:28:00,1994-08-18 11:30:00,6,,199409,199410,199411,199412,199501,199502
1994-08-19,O,1994-08-18 19:00:00,1994-08-19 17:00:00,1994-08-19 11:28:00,1994-08-19 11:30:00,5,,199409,199410,199411,199412,199501,199502
1994-08-22,O,1994-08-21 18:00:00,1994-08-22 17:00:00,1994-08-22 11:28:00,1994-08-22 11:30:00,4,,199409,199410,199411,199412,199501,199502
1994-08-23,O,1994-08-22 19:00:00,1994-08-23 17:00:00,1994-08-23 11:28:00,1994-08-23 11:30:00,3,,199409,199410,199411,199412,199501,199502
1994-08-24,O,1994-08-23 19:00:00,1994-08-24 17:00:00,1994-08-24 11:28:00,1994-08-24 11:30:00,2,,199409,199410,199411,199412,199501,199502
1994-08-25,O,1994-08-24 19:00:00,1994-08-25 17:00:00,1994-08-25 11:28:00,1994-08-25 11:30:00,1,,199409,199410,199411,199412,199501,199502
1994-08-26,O,1994-08-25 19:00:00,1994-08-26 17:00:00,1994-08-26 11:28:00,1994-08-26 11:30:00,0,,199409,199410,199411,199412,199501,199502
1994-08-29,X,,,,,,,,,,,,
1994-08-30,O,1994-08-29 19:00:00,1994-08-30 17:00:00,1994-08-30 11:28:00,1994-08-30 11:30:00,21,199409,199410,199411,199412,199501,199502,199503
1994-08-31,O,1994-08-30 19:00:00,1994-08-31 17:00:00,1994-08-31 11:28:00,1994-08-31 11:30:00,20,199409,199410,199411,199412,199501,199502,199503
1994-09-01,O,1994-08-31 19:00:00,1994-09-01 17:00:00,1994-09-01 11:28:00,1994-09-01 11:30:00,19,199409,199410,199411,199412,199501,199502,199503
1994-09-02,O,1994-09-01 19:00:00,1994-09-02 17:00:00,1994-09-02 11:28:00,1994-09-02 11:30:00,18,199409,199410,199411,199412,199501,199502,199503
1994-09-05,O,1994-09-04 18:00:00,1994-09-05 17:00:00,1994-09-05 11:28:00,1994-09-05 11:30:00,17,199409,199410,199411,199412,199501,199502,199503
1994-09-06,O,1994-09-05 19:00:00,1994-09-06 17:00:00,1994-09-06 11:28:00,1994-09-06 11:30:00,16,199409,199410,199411,199412,199501,199502,199503
1994-09-07,O,1994-09-06 19:00:00,1994-09-07 17:00:00,1994-09-07 11:28:00,1994-09-07 11:30:00,15,199409,199410,199411,199412,199501,199502,199503
1994-09-08,O,1994-09-07 19:00:00,1994-09-08 17:00:00,1994-09-08 11:28:00,1994-09-08 11:30:00,14,199409,199410,199411,199412,199501,199502,199503
1994-09-09,O,1994-09-08 19:00:00,1994-09-09 17:00:00,1994-09-09 11:28:00,1994-09-09 11:30:00,13,199409,199410,199411,199412,199501,199502,199503
1994-09-12,O,1994-09-11 18:00:00,1994-09-12 17:00:00,1994-09-12 11:28:00,1994-09-12 11:30:00,12,199409,199410,199411,199412,199501,199502,199503
1994-09-13,O,1994-09-12 19:00:00,1994-09-13 17:00:00,1994-09-13 11:28:00,1994-09-13 11:30:00,11,,199410,199411,199412,199501,199502,199503
1994-09-14,O,1994-09-13 19:00:00,1994-09-14 17:00:00,1994-09-14 11:28:00,1994-09-14 11:30:00,10,,199410,199411,199412,199501,199502,199503
1994-09-15,O,1994-09-14 19:00:00,1994-09-15 17:00:00,1994-09-15 11:28:00,1994-09-15 11:30:00,9,,199410,199411,199412,199501,199502,199503
1994-09-16,O,1994-09-15 19:00:00,1994-09-16 17:00:00,1994-09-16 11:28:00,1994-09-16 11:30:00,8,,199410,199411,199412,199501,199502,199503
1994-09-19,O,1994-09-18 18:00:00,1994-09-19 17:00:00,1994-09-19 11:28:00,1994-09-19 11:30:00,7,,199410,199411,199412,199501,199502,199503
1994-09-20,O,1994-09-19 19:00:00,1994-09-20 17:00:00,1994-09-20 11:28:00,1994-09-20 11:30:00,6,,199410,199411,199412,199501,199502,199503
1994-09-21,O,1994-09-20 19:00:00,1994-09-21 17:00:00,1994-09-21 11:28:00,1994-09-21 11:30:00,5,,199410,199411,199412,199501,199502,199503
1994-09-22,O,1994-09-21 19:00:00,1994-09-22 17:00:00,1994-09-22 11:28:00,1994-09-22 11:30:00,4,,199410,199411,199412,199501,199502,199503
1994-09-23,O,1994-09-22 19:00:00,1994-09-23 17:00:00,1994-09-23 11:28:00,1994-09-23 11:30:00,3,,199410,199411,199412,199501,199502,199503
1994-09-26,O,1994-09-25 18:00:00,1994-09-26 17:00:00,1994-09-26 11:28:00,1994-09-26 11:30:00,2,,199410,199411,199412,199501,199502,199503
1994-09-27,O,1994-09-26 19:00:00,1994-09-27 17:00:00,1994-09-27 11:28:00,1994-09-27 11:30:00,1,,199410,199411,199412,199501,199502,199503
1994-09-28,O,1994-09-27 19:00:00,1994-09-28 17:00:00,1994-09-28 11:28:00,1994-09-28 11:30:00,0,,199410,199411,199412,199501,199502,199503
1994-09-29,O,1994-09-28 19:00:00,1994-09-29 17:00:00,1994-09-29 11:28:00,1994-09-29 11:30:00,20,199410,199411,199412,199501,199502,199503,199504
1994-09-30,O,1994-09-29 19:00:00,1994-09-30 17:00:00,1994-09-30 11:28:00,1994-09-30 11:30:00,19,199410,199411,199412,199501,199502,199503,199504
1994-10-03,O,1994-10-02 18:00:00,1994-10-03 17:00:00,1994-10-03 11:28:00,1994-10-03 11:30:00,18,199410,199411,199412,199501,199502,199503,199504
1994-10-04,O,1994-10-03 19:00:00,1994-10-04 17:00:00,1994-10-04 11:28:00,1994-10-04 11:30:00,17,199410,199411,199412,199501,199502,199503,199504
1994-10-05,O,1994-10-04 19:00:00,1994-10-05 17:00:00,1994-10-05 11:28:00,1994-10-05 11:30:00,16,199410,199411,199412,199501,199502,199503,199504
1994-10-06,O,1994-10-05 19:00:00,1994-10-06 17:00:00,1994-10-06 11:28:00,1994-10-06 11:30:00,15,199410,199411,199412,199501,199502,199503,199504
1994-10-07,O,1994-10-06 19:00:00,1994-10-07 17:00:00,1994-10-07 11:28:00,1994-10-07 11:30:00,14,199410,199411,199412,199501,199502,199503,199504
1994-10-10,O,1994-10-09 18:00:00,1994-10-10 17:00:00,1994-10-10 11:28:00,1994-10-10 11:30:00,13,199410,199411,199412,199501,199502,199503,199504
1994-10-11,O,1994-10-10 19:00:00,1994-10-11 17:00:00,1994-10-11 11:28:00,1994-10-11 11:30:00,12,199410,199411,199412,199501,199502,199503,199504
1994-10-12,O,1994-10-11 19:00:00,1994-10-12 17:00:00,1994-10-12 11:28:00,1994-10-12 11:30:00,11,199410,199411,199412,199501,199502,199503,199504
1994-10-13,O,1994-10-12 19:00:00,1994-10-13 17:00:00,1994-10-13 11:28:00,1994-10-13 11:30:00,10,,199411,199412,199501,199502,199503,199504
1994-10-14,O,1994-10-13 19:00:00,1994-10-14 17:00:00,1994-10-14 11:28:00,1994-10-14 11:30:00,9,,199411,199412,199501,199502,199503,199504
1994-10-17,O,1994-10-16 18:00:00,1994-10-17 17:00:00,1994-10-17 11:28:00,1994-10-17 11:30:00,8,,199411,199412,199501,199502,199503,199504
1994-10-18,O,1994-10-17 19:00:00,1994-10-18 17:00:00,1994-10-18 11:28:00,1994-10-18 11:30:00,7,,199411,199412,199501,199502,199503,199504
1994-10-19,O,1994-10-18 19:00:00,1994-10-19 17:00:00,1994-10-19 11:28:00,1994-10-19 11:30:00,6,,199411,199412,199501,199502,199503,199504
1994-10-20,O,1994-10-19 19:00:00,1994-10-20 17:00:00,1994-10-20 11:28:00,1994-10-20 11:30:00,5,,199411,199412,199501,199502,199503,199504
1994-10-21,O,1994-10-20 19:00:00,1994-10-21 17:00:00,1994-10-21 11:28:00,1994-10-21 11:30:00,4,,199411,199412,199501,199502,199503,199504
1994-10-24,O,1994-10-23 18:00:00,1994-10-24 17:00:00,1994-10-24 11:28:00,1994-10-24 11:30:00,3,,199411,199412,199501,199502,199503,199504
1994-10-25,O,1994-10-24 19:00:00,1994-10-25 17:00:00,1994-10-25 11:28:00,1994-10-25 11:30:00,2,,199411,199412,199501,199502,199503,199504
1994-10-26,O,1994-10-25 19:00:00,1994-10-26 17:00:00,1994-10-26 11:28:00,1994-10-26 11:30:00,1,,199411,199412,199501,199502,199503,199504
1994-10-27,O,1994-10-26 19:00:00,1994-10-27 17:00:00,1994-10-27 11:28:00,1994-10-27 11:30:00,0,,199411,199412,199501,199502,199503,199504
1994-10-28,O,1994-10-27 19:00:00,1994-10-28 17:00:00,1994-10-28 11:28:00,1994-10-28 11:30:00,21,199411,199412,199501,199502,199503,199504,199505
1994-10-31,O,1994-10-30 18:00:00,1994-10-31 17:00:00,1994-10-31 11:28:00,1994-10-31 11:30:00,20,199411,199412,199501,199502,199503,199504,199505
1994-11-01,O,1994-10-31 19:00:00,1994-11-01 17:00:00,1994-11-01 11:28:00,1994-11-01 11:30:00,19,199411,199412,199501,199502,199503,199504,199505
1994-11-02,O,1994-11-01 19:00:00,1994-11-02 17:00:00,1994-11-02 11:28:00,1994-11-02 11:30:00,18,199411,199412,199501,199502,199503,199504,199505
1994-11-03,O,1994-11-02 19:00:00,1994-11-03 17:00:00,1994-11-03 11:28:00,1994-11-03 11:30:00,17,199411,199412,199501,199502,199503,199504,199505
1994-11-04,O,1994-11-03 19:00:00,1994-11-04 17:00:00,1994-11-04 11:28:00,1994-11-04 11:30:00,16,199411,199412,199501,199502,199503,199504,199505
1994-11-07,O,1994-11-06 18:00:00,1994-11-07 17:00:00,1994-11-07 11:28:00,1994-11-07 11:30:00,15,199411,199412,199501,199502,199503,199504,199505
1994-11-08,O,1994-11-07 19:00:00,1994-11-08 17:00:00,1994-11-08 11:28:00,1994-11-08 11:30:00,14,199411,199412,199501,199502,199503,199504,199505
1994-11-09,O,1994-11-08 19:00:00,1994-11-09 17:00:00,1994-11-09 11:28:00,1994-11-09 11:30:00,13,199411,199412,199501,199502,199503,199504,199505
1994-11-10,O,1994-11-09 19:00:00,1994-11-10 17:00:00,1994-11-10 11:28:00,1994-11-10 11:30:00,12,199411,199412,199501,199502,199503,199504,199505
1994-11-11,O,1994-11-10 19:00:00,1994-11-11 17:00:00,1994-11-11 11:28:00,1994-11-11 11:30:00,11,,199412,199501,199502,199503,199504,199505
1994-11-14,O,1994-11-13 18:00:00,1994-11-14 17:00:00,1994-11-14 11:28:00,1994-11-14 11:30:00,10,,199412,199501,199502,199503,199504,199505
1994-11-15,O,1994-11-14 19:00:00,1994-11-15 17:00:00,1994-11-15 11:28:00,1994-11-15 11:30:00,9,,199412,199501,199502,199503,199504,199505
1994-11-16,O,1994-11-15 19:00:00,1994-11-16 17:00:00,1994-11-16 11:28:00,1994-11-16 11:30:00,8,,199412,199501,199502,199503,199504,199505
1994-11-17,O,1994-11-16 19:00:00,1994-11-17 17:00:00,1994-11-17 11:28:00,1994-11-17 11:30:00,7,,199412,199501,199502,199503,199504,199505
1994-11-18,O,1994-11-17 19:00:00,1994-11-18 17:00:00,1994-11-18 11:28:00,1994-11-18 11:30:00,6,,199412,199501,199502,199503,199504,199505
1994-11-21,O,1994-11-20 18:00:00,1994-11-21 17:00:00,1994-11-21 11:28:00,1994-11-21 11:30:00,5,,199412,199501,199502,199503,199504,199505
1994-11-22,O,1994-11-21 19:00:00,1994-11-22 17:00:00,1994-11-22 11:28:00,1994-11-22 11:30:00,4,,199412,199501,199502,199503,199504,199505
1994-11-23,O,1994-11-22 19:00:00,1994-11-23 17:00:00,1994-11-23 11:28:00,1994-11-23 11:30:00,3,,199412,199501,199502,199503,199504,199505
1994-11-24,O,1994-11-23 19:00:00,1994-11-24 17:00:00,1994-11-24 11:28:00,1994-11-24 11:30:00,2,,199412,199501,199502,199503,199504,199505
1994-11-25,O,1994-11-24 19:00:00,1994-11-25 17:00:00,1994-11-25 11:28:00,1994-11-25 11:30:00,1,,199412,199501,199502,199503,199504,199505
1994-11-28,O,1994-11-27 18:00:00,1994-11-28 17:00:00,1994-11-28 11:28:00,1994-11-28 11:30:00,0,,199412,199501,199502,199503,199504,199505
1994-11-29,O,1994-11-28 19:00:00,1994-11-29 17:00:00,1994-11-29 11:28:00,1994-11-29 11:30:00,19,199412,199501,199502,199503,199504,199505,199506
1994-11-30,O,1994-11-29 19:00:00,1994-11-30 17:00:00,1994-11-30 11:28:00,1994-11-30 11:30:00,18,199412,199501,199502,199503,199504,199505,199506
1994-12-01,O,1994-11-30 19:00:00,1994-12-01 17:00:00,1994-12-01 11:28:00,1994-12-01 11:30:00,17,199412,199501,199502,199503,199504,199505,199506
1994-12-02,O,1994-12-01 19:00:00,1994-12-02 17:00:00,1994-12-02 11:28:00,1994-12-02 11:30:00,16,199412,199501,199502,199503,199504,199505,199506
1994-12-05,O,1994-12-04 18:00:00,1994-12-05 17:00:00,1994-12-05 11:28:00,1994-12-05 11:30:00,15,199412,199501,199502,199503,199504,199505,199506
1994-12-06,O,1994-12-05 19:00:00,1994-12-06 17:00:00,1994-12-06 11:28:00,1994-12-06 11:30:00,14,199412,199501,199502,199503,199504,199505,199506
1994-12-07,O,1994-12-06 19:00:00,1994-12-07 17:00:00,1994-12-07 11:28:00,1994-12-07 11:30:00,13,199412,199501,199502,199503,199504,199505,199506
1994-12-08,O,1994-12-07 19:00:00,1994-12-08 17:00:00,1994-12-08 11:28:00,1994-12-08 11:30:00,12,199412,199501,199502,199503,199504,199505,199506
1994-12-09,O,1994-12-08 19:00:00,1994-12-09 17:00:00,1994-12-09 11:28:00,1994-12-09 11:30:00,11,199412,199501,199502,199503,199504,199505,199506
1994-12-12,O,1994-12-11 18:00:00,1994-12-12 17:00:00,1994-12-12 11:28:00,1994-12-12 11:30:00,10,199412,199501,199502,199503,199504,199505,199506
1994-12-13,O,1994-12-12 19:00:00,1994-12-13 17:00:00,1994-12-13 11:28:00,1994-12-13 11:30:00,9,,199501,199502,199503,199504,199505,199506
1994-12-14,O,1994-12-13 19:00:00,1994-12-14 17:00:00,1994-12-14 11:28:00,1994-12-14 11:30:00,8,,199501,199502,199503,199504,199505,199506
1994-12-15,O,1994-12-14 19:00:00,1994-12-15 17:00:00,1994-12-15 11:28:00,1994-12-15 11:30:00,7,,199501,199502,199503,199504,199505,199506
1994-12-16,O,1994-12-15 19:00:00,1994-12-16 17:00:00,1994-12-16 11:28:00,1994-12-16 11:30:00,6,,199501,199502,199503,199504,199505,199506
1994-12-19,O,1994-12-18 18:00:00,1994-12-19 17:00:00,1994-12-19 11:28:00,1994-12-19 11:30:00,5,,199501,199502,199503,199504,199505,199506
1994-12-20,O,1994-12-19 19:00:00,1994-12-20 17:00:00,1994-12-20 11:28:00,1994-12-20 11:30:00,4,,199501,199502,199503,199504,199505,199506
1994-12-21,O,1994-12-20 19:00:00,1994-12-21 17:00:00,1994-12-21 11:28:00,1994-12-21 11:30:00,3,,199501,199502,199503,199504,199505,199506
1994-12-22,O,1994-12-21 19:00:00,1994-12-22 17:00:00,1994-12-22 11:28:00,1994-12-22 11:30:00,2,,199501,199502,199503,199504,199505,199506
